,folio_ticket,carga_servidor,experiencia_agente,tiempo_diagnostico,es_cliente_premium,prioridad,canal_entrada,tiempo_resolucion_horas
2261,TK-102261-1081,65.14425732613486,1.3641308021189542,5.493077668572447,0,2.0,2.0,
2262,TK-102262-4005,86.93924674661346,7.595501010443401,28.53879553802588,1,0.0,2.0,
2263,TK-102263-9408,53.25350107843908,4.077726366781952,31.867440181151686,0,1.0,1.0,29.506289614666972
2264,TK-102264-1334,65.53171840390655,5.100555091720095,47.040496308866636,0,2.0,1.0,42.08796448886707
2265,TK-102265-9750,67.34806648189915,4.44263051482149,26.359979132942943,0,2.0,,34.867006409508605
2266,TK-102266-9944,64.3772871729744,7.062849635024147,36.3023729447993,0,2.0,2.0,27.743034496726484
2267,TK-102267-9785,72.69753298141373,0.2,46.9602424778867,0,1.0,1.0,
2268,TK-102268-8068,37.80751012811047,4.970101383813364,24.496251760421817,0,1.0,2.0,24.801629137692835
2269,TK-102269-4897,58.4272833159343,4.809526236504144,38.151801806915216,1,0.0,3.0,30.484402487561635
2270,TK-102270-8958,27.816860210626075,4.183454502334971,28.581825328523838,0,2.0,3.0,21.24992281641385
2271,TK-102271-9101,48.838349573360944,8.107207782144139,30.962930061686123,1,1.0,1.0,21.63017942621871
2272,TK-102272-5648,56.575030146594834,3.4028069740596116,0.0,1,0.0,0.0,10.573012820030703
2273,TK-102273-1782,68.91681946591044,6.38923311902419,29.145141532672913,0,0.0,0.0,
2274,TK-102274-4586,91.28982894396526,5.64125501967095,56.77529718325194,0,1.0,1.0,48.12733882050877
2275,TK-102275-4794,65.0488299911267,7.270734654563929,41.755646976573324,1,1.0,,31.192038263385868
2276,TK-102276-6597,75.76954371324199,3.7990596474004903,43.81390289428967,1,0.0,2.0,45.7154127322318
2277,TK-102277-8050,57.96995446214021,3.680655981577234,38.93594789469197,1,0.0,2.0,34.48619386189717
2278,TK-102278-6051,67.55780235322484,6.972925833459318,22.149945692784335,0,0.0,1.0,30.474301057188313
2279,TK-102279-1742,25.319916210033007,5.765578354994199,38.159663762586455,0,0.0,,28.51447983979731
2280,TK-102280-5544,39.07936856313852,2.2191127759818343,43.58343691605877,1,2.0,2.0,29.664821127647272
2281,TK-102281-5355,47.1389819903854,4.029250973966113,28.172804207687108,0,1.0,3.0,23.61226394673098
2282,TK-102282-4608,55.43700162548852,5.69548877692651,42.72261333728901,0,1.0,0.0,38.223839304927196
2283,TK-102283-4271,23.42365591267878,6.507975598783861,40.63468967883263,0,1.0,1.0,26.31227007568045
2284,TK-102284-3510,30.501807316498827,3.777384824252681,49.81632035850936,0,1.0,2.0,38.96322693811856
2285,TK-102285-9285,40.761073084347935,0.2,31.65773589989105,0,,3.0,32.394930579878405
2286,TK-102286-7055,92.8649518175788,5.94180173432666,26.219112141794184,0,2.0,3.0,30.856212451806776
2287,TK-102287-2375,44.85102553272881,2.8034227581008433,32.10697512501964,0,1.0,2.0,33.61329694679749
2288,TK-102288-3516,56.15307935840619,1.3687901633796593,46.48456794530899,1,1.0,1.0,39.23898787430254
2289,TK-102289-7238,34.70732845537947,0.2,20.372752953264296,0,1.0,2.0,33.479442831359194
2290,TK-102290-1090,65.80850533068262,6.465165548355934,18.452994276551742,0,2.0,3.0,23.95317814499195
2291,TK-102291-2479,41.05124116369807,5.23151141072894,35.71516223145291,1,0.0,1.0,32.691323096235415
2292,TK-102292-1954,35.52444338288201,4.593818514717947,31.459285657806753,1,0.0,3.0,23.440379130746017
2293,TK-102293-9214,58.74294713344843,7.500243853332972,35.06182314540548,1,2.0,2.0,24.93264342507139
2294,TK-102294-4305,20.41293493703156,6.1471844294415305,42.56249416988692,0,2.0,1.0,25.715745547103957
2295,TK-102295-2721,20.574802448691898,7.90934007689945,30.57944523104918,1,,2.0,21.098493541359524
2296,TK-102296-6452,36.43016068263933,2.4930761500994065,20.015953352555037,0,1.0,3.0,22.329706549327113
2297,TK-102297-3547,22.754102187561585,4.937808876882865,51.35585245759955,0,,1.0,43.120882372020695
2298,TK-102298-5923,28.101931559801855,2.089915925093574,27.02217370048979,0,1.0,1.0,29.863994383529846
2299,TK-102299-1188,45.41454870040637,4.587111802660159,26.52770302390322,0,2.0,3.0,17.251080360748272
2300,TK-102300-1459,80.19392596848596,4.55249146321998,43.82976010978077,0,0.0,2.0,50.23412783201168
2301,TK-102301-3236,62.903648252697565,6.127904547073528,31.924087031667856,1,,1.0,25.533237214471413
2302,TK-102302-5446,58.45007944673123,5.082014986055417,34.492881183721515,0,2.0,2.0,32.2417671523349
2303,TK-102303-1580,42.01166174060913,6.122132848903848,38.862320992482545,1,1.0,2.0,30.84041685924551
2304,TK-102304-3161,89.88152895746123,6.266192239650009,0.0,0,1.0,1.0,25.146246994114904
2305,TK-102305-5715,49.77612809278938,8.878871619289656,32.33231445454582,0,1.0,0.0,33.41758573157079
2306,TK-102306-6897,26.53195750968286,4.432466020484976,47.159616047314394,0,2.0,2.0,37.214751130592404
2307,TK-102307-3902,66.2799887088351,3.306159138800518,17.913601210121556,0,2.0,0.0,23.26589781043539
2308,TK-102308-9664,28.537879510745107,5.442950507569536,41.078297895624615,1,1.0,2.0,31.301858490885866
2309,TK-102309-1858,45.89173571012691,3.5558959511488215,28.28377953585874,0,2.0,2.0,32.212482308788076
2310,TK-102310-3440,58.05589540383566,7.667529383185764,45.97817053286393,0,2.0,2.0,35.57501682927109
2311,TK-102311-2712,85.56668935138819,4.490207529898582,36.13635583064436,1,2.0,1.0,40.27438482196294
2312,TK-102312-1515,57.0159935255089,3.981962537826817,29.61675734392479,0,1.0,1.0,32.96395260593226
2313,TK-102313-8355,72.66940745237483,4.151631701927988,0.0,0,1.0,3.0,16.091764566388065
2314,TK-102314-2375,94.46126292493028,6.293151362248953,42.145506777658014,0,1.0,2.0,46.629047175664
2315,TK-102315-7684,29.861683992348624,4.716055430183326,40.13515298286911,0,1.0,3.0,29.554930574824137
2316,TK-102316-4669,40.604864413963966,3.8449997237653117,26.762430082935516,1,1.0,0.0,24.431033973018508
2317,TK-102317-3390,49.593205669823476,7.997633451722356,31.127863011023322,0,0.0,0.0,24.598181974923456
2318,TK-102318-4262,51.63711339041235,3.45889428680885,34.96741730302852,0,1.0,1.0,33.2011815209312
2319,TK-102319-5638,50.826580644915936,5.064018933259389,34.66992277879952,1,1.0,0.0,23.339956625598248
2320,TK-102320-3866,88.07082519174162,6.174151072898415,40.99796380350678,0,2.0,3.0,36.8111510308248
2321,TK-102321-8848,73.55244833501423,2.0635968012492683,18.880790139947134,1,2.0,1.0,28.484368626310705
2322,TK-102322-9948,65.59289105680278,5.864468902530665,37.674616436428025,0,1.0,0.0,34.86371534567877
2323,TK-102323-4495,43.202953839708655,3.100806184135191,32.68014916450688,1,1.0,0.0,31.553123610706724
2324,TK-102324-7494,81.7842788165971,6.481009005501204,28.291995068928383,0,1.0,0.0,30.487768611809503
2325,TK-102325-1187,91.62953836137417,3.2672281785458424,29.060105777843205,0,,2.0,44.56192623538364
2326,TK-102326-5578,81.58987119126698,6.246984257327949,33.283698683856294,0,,3.0,30.720727353337534
2327,TK-102327-9093,20.117382889360467,6.990499519330482,0.0,1,2.0,3.0,0.5
2328,TK-102328-3714,67.73010276375553,6.550585746139049,29.3896834336676,0,0.0,2.0,36.58165476332365
2329,TK-102329-8408,23.835153608157555,5.452369966828584,27.99348140282965,0,2.0,,25.6912047930598
2330,TK-102330-1295,39.32054152502914,4.583658302726541,39.262265674580995,1,2.0,1.0,27.289652789260398
2331,TK-102331-4533,24.464352526082877,3.962444762597281,28.555786539915836,0,,0.0,23.13953458095769
2332,TK-102332-5140,65.28465897120408,7.647862443470787,33.279089598636084,0,2.0,2.0,26.323681721859213
2333,TK-102333-5042,71.49424351194551,3.740908603698242,47.338213021290414,0,1.0,,
2334,TK-102334-5270,28.586572854942883,3.133281067574007,42.95481215852339,1,2.0,3.0,28.681942010548134
2335,TK-102335-4051,48.78791622837346,6.197664083059094,42.21817119954762,1,2.0,2.0,
2336,TK-102336-6465,54.21773817166565,3.5669537542643086,31.001020556713186,1,0.0,2.0,34.531406836118535
2337,TK-102337-8733,47.67897663206874,3.2898857045609713,39.344258234317216,0,1.0,1.0,36.923016038716554
2338,TK-102338-7005,29.07687503638948,2.401512328094423,33.12881759637125,1,1.0,3.0,23.594061866725518
2339,TK-102339-6870,51.42108426406065,4.130762288971068,33.4312543145845,0,0.0,2.0,34.705106875366766
2340,TK-102340-4904,76.33835358563135,4.851112956986312,38.2774827499724,0,2.0,2.0,41.068668870122494
2341,TK-102341-3261,25.32557483999416,5.437565109789258,0.0,1,1.0,0.0,
2342,TK-102342-2420,26.013501056142758,6.71235123973907,46.944024835545626,0,1.0,2.0,35.92287890594731
2343,TK-102343-7693,46.60784688769881,5.948416262598428,33.7189588832165,0,0.0,2.0,32.218635782434006
2344,TK-102344-9296,90.62942837141938,4.656430004804276,39.94688453007732,1,1.0,2.0,34.73633883301915
2345,TK-102345-1478,70.14294850421855,4.643247782516505,46.644803834058386,0,2.0,2.0,45.99993363573274
2346,TK-102346-6518,70.90024675044236,5.91828344404733,43.2532301966014,0,1.0,2.0,40.01286852232839
2347,TK-102347-7577,47.143999312839874,7.2906262932714245,23.728647178475804,0,1.0,1.0,20.6995969804178
2348,TK-102348-7785,64.52455934064038,5.22736555906976,38.55916716007907,0,1.0,2.0,40.629560684217026
2349,TK-102349-9884,20.759838802080754,4.155564462421264,41.805755155685176,0,0.0,2.0,34.56722104533848
2350,TK-102350-4038,67.70720348071566,3.212841198046018,42.13490417728599,0,1.0,2.0,46.68589363852076
2351,TK-102351-1193,88.49652106821776,2.398630524057994,26.09364132708295,0,0.0,0.0,39.25353774203532
2352,TK-102352-1058,65.94301012586143,6.199285409678342,29.743718103861408,0,0.0,1.0,35.340352257766256
2353,TK-102353-2886,85.52739450997588,6.040361342551202,42.95646588593297,0,0.0,0.0,37.674686504395744
2354,TK-102354-5573,74.29797915995704,6.039254345191991,28.905917034538835,1,2.0,1.0,30.660617359717442
2355,TK-102355-6222,29.04188123027677,4.768412996566299,32.60243154668549,0,2.0,2.0,28.220531969948844
2356,TK-102356-3580,87.68399804643813,7.532482542605152,47.607006476015755,0,0.0,1.0,
2357,TK-102357-5644,24.983288326683116,4.128586709747328,34.61760599692168,1,,2.0,27.512536547439844
2358,TK-102358-8623,60.04756044108228,6.71948462697297,29.185806897329257,1,0.0,2.0,23.96866742186338
2359,TK-102359-1220,30.660284284509324,4.930262789018823,27.979061145096757,0,2.0,2.0,26.216977888634325
2360,TK-102360-1875,20.877995804817804,3.9049686235771923,37.6617546366815,1,,2.0,25.197927422203186
2361,TK-102361-2196,51.65256950957293,6.0665545531719705,24.33481593218233,0,1.0,0.0,19.34373495308644
2362,TK-102362-3709,42.12805307406172,5.737345013631189,33.02131228882865,1,1.0,0.0,18.792879737175767
2363,TK-102363-3731,56.45003703482023,5.642550966680467,37.66584427992017,1,1.0,3.0,30.444224985176948
2364,TK-102364-1335,63.28999150509131,5.146301159701157,45.393198564381336,1,1.0,2.0,36.79510610860642
2365,TK-102365-9416,23.28043042317105,4.931792452909704,40.34038464295997,0,0.0,,35.06072121605663
2366,TK-102366-8014,29.225247134280924,9.29906958716679,0.0,1,0.0,2.0,2.994256590413527
2367,TK-102367-2247,61.8981797337819,7.131661961353111,44.42735454050976,0,1.0,3.0,28.396649122958536
2368,TK-102368-9180,45.73755148794937,6.301088410973922,0.0,0,2.0,2.0,7.321879854816202
2369,TK-102369-4957,74.6880115662086,5.201238484766099,25.11437582360473,0,1.0,2.0,36.72269746320165
2370,TK-102370-8111,68.92187364439548,6.8128829610740045,33.62366912587622,0,0.0,0.0,
2371,TK-102371-5589,83.42032722424301,5.932390597504614,46.50535360916562,0,2.0,1.0,40.32987277892749
2372,TK-102372-2886,71.9369620001919,5.047168554993264,36.3219204005194,0,0.0,3.0,35.84916179188666
2373,TK-102373-1310,52.24483080426111,4.453584214521353,35.10017491463829,0,0.0,2.0,38.87021289889507
2374,TK-102374-2604,70.47249667958243,4.854348792207161,48.09769315762283,0,2.0,2.0,
2375,TK-102375-6659,40.653588069156385,0.2,23.54916122356458,0,1.0,2.0,36.37518221508745
2376,TK-102376-4982,42.97351240836595,5.379081510735755,24.715207087577824,0,1.0,0.0,21.794392381423506
2377,TK-102377-9560,79.1738869940595,4.120743055801352,22.073228232265343,1,1.0,,21.968540461468915
2378,TK-102378-4546,53.48146373011866,7.866805996909191,37.98118549184044,0,,,31.835752812272748
2379,TK-102379-5841,79.87852553887643,5.0348193274611575,36.331945016921,1,0.0,2.0,39.59976268309958
2380,TK-102380-7174,81.68167802512087,2.8598658448370684,47.34189093823821,1,1.0,0.0,38.91762626811646
2381,TK-102381-6351,84.31717532459628,4.910215722569388,36.94780061709416,0,,2.0,38.73467028606072
2382,TK-102382-9017,88.74764268809055,3.1169820468874923,31.766742724165578,0,2.0,2.0,40.73726937053203
2383,TK-102383-1997,52.32389153849722,5.85213334828244,35.014358983024856,0,2.0,0.0,27.50768084494289
2384,TK-102384-1496,43.91501137408541,5.523705255811073,35.94165934768766,0,1.0,2.0,33.14255936782506
2385,TK-102385-6685,63.66490599455854,6.724111335994882,21.625909813374662,0,1.0,1.0,23.509513869082532
2386,TK-102386-1963,47.83793175782207,3.576412774949782,56.682653154679144,1,0.0,1.0,43.803389478924466
2387,TK-102387-2198,65.08056251001747,5.061214573210664,39.15896814481529,0,0.0,2.0,
2388,TK-102388-6910,72.91893969828685,2.5429607682320565,36.68006646418071,0,,2.0,44.91848801248692
2389,TK-102389-6484,71.63037638691026,6.262690607464486,39.92131187422864,0,1.0,2.0,42.440708555683486
2390,TK-102390-1576,48.0914665265091,5.933968124792219,40.67528784469284,0,1.0,0.0,26.368546952887762
2391,TK-102391-4160,32.51451512740646,5.8924490378496275,33.875572115980546,0,,1.0,25.12470596072568
2392,TK-102392-1053,52.289700384665565,5.002914256442494,29.950070910074395,1,2.0,2.0,21.891600196779493
2393,TK-102393-1228,30.694560806143155,5.746591203419824,39.795605490573635,1,1.0,1.0,25.566622717596786
2394,TK-102394-9970,86.75727763878562,7.887810394955473,38.085686724251616,0,1.0,0.0,34.84775129000216
2395,TK-102395-1984,45.94080955533931,4.486830337324375,28.520879207284736,0,0.0,1.0,26.72269722008284
2396,TK-102396-9660,31.584481041749285,5.249561330678152,46.35228489093811,0,1.0,3.0,28.61391024134111
2397,TK-102397-3467,21.908581992931317,3.0449726614734622,37.34681629058387,1,2.0,3.0,18.818454408536113
2398,TK-102398-1531,68.43667897148632,3.437130269123002,40.83855489814105,1,0.0,0.0,37.77705307409434
2399,TK-102399-9028,67.76767380910574,5.176063927567953,46.13536710143935,0,,1.0,42.06938948945789
2400,TK-102400-1561,45.545312493596875,6.987080384063432,35.175110569318676,1,2.0,2.0,23.494757941084835
2401,TK-102401-1089,25.378391663573826,4.53869451634717,37.53561605587292,1,1.0,1.0,27.296728526974988
2402,TK-102402-6735,50.722167117142405,4.575350247238177,41.48021790804893,1,1.0,3.0,27.81364938006493
2403,TK-102403-4145,43.34131212975451,4.267606559892125,29.201111329599584,1,0.0,0.0,24.425954211786873
2404,TK-102404-2292,70.7840479801257,4.037437992480219,35.432413302768005,0,,1.0,
2405,TK-102405-5110,65.43344370895178,5.530948620275879,36.00438869320919,0,1.0,1.0,39.46467845991637
2406,TK-102406-8496,47.3445296148155,2.3049362386784398,27.351531586532843,1,0.0,1.0,25.900690506062933
2407,TK-102407-8559,36.34194156912426,7.30569123800011,53.54109430939103,1,1.0,2.0,38.21151912064482
2408,TK-102408-4781,94.1026974616694,3.802239863366971,23.74165245206078,0,0.0,1.0,40.36789621916833
2409,TK-102409-5067,54.05012158970862,6.299426273788654,24.615168770502738,1,1.0,3.0,
2410,TK-102410-4505,71.62056768351778,2.7140025246910233,45.51381260562863,0,2.0,3.0,41.62382901776431
2411,TK-102411-3391,30.54147256837706,6.203912234983193,40.70613000637234,0,,,35.55493763907049
2412,TK-102412-2218,56.419227474454836,6.209500294066095,26.792281460153777,0,1.0,2.0,
2413,TK-102413-6155,22.06525399020991,5.691563729610614,39.858312120813544,0,1.0,2.0,28.31143244610971
2414,TK-102414-3252,57.90913384328375,3.210028660760374,46.742803559978476,0,0.0,0.0,
2415,TK-102415-4891,92.30130553382767,5.449186741276539,34.757895539224116,0,2.0,2.0,40.00653938560734
2416,TK-102416-1775,48.81550347393502,2.8704988674780996,55.79058320059666,1,0.0,3.0,42.68144157038132
2417,TK-102417-6229,22.924700943118367,4.545026140826867,21.207505513055715,1,0.0,2.0,21.8583104821512
2418,TK-102418-9416,22.321684318950766,6.852943581719587,40.55058763087282,1,1.0,2.0,27.76928183911212
2419,TK-102419-8553,49.09900699601521,6.434063468727336,44.33222668976803,0,1.0,,29.520253391249103
2420,TK-102420-1063,32.001870234739556,5.02732929657278,42.13075121284197,1,1.0,0.0,30.541407773293216
2421,TK-102421-2787,21.751407224613942,3.2453481633388845,33.365154186834815,1,0.0,,32.38044028446632
2422,TK-102422-8091,76.71602104626326,6.162057881913548,32.6764681439108,0,2.0,2.0,33.69829957697799
2423,TK-102423-6056,54.389225666141805,5.034886227856445,38.553161368698056,0,1.0,0.0,32.822005049820135
2424,TK-102424-9069,41.693357897949085,0.8234319231852378,41.52603589321656,1,0.0,1.0,33.76268334741049
2425,TK-102425-4915,87.50623872623605,6.4087336873697325,39.8197874902589,0,,1.0,42.00428993357471
2426,TK-102426-1092,28.71042201503942,4.956380899034554,43.320463126347114,1,0.0,2.0,35.262645928498976
2427,TK-102427-2677,91.69391217164895,7.16441224636953,26.84904034346612,0,1.0,,30.488008633161808
2428,TK-102428-6508,43.54750380330146,3.028513066082952,33.17783216701092,1,1.0,2.0,34.32520277676223
2429,TK-102429-6730,86.63027542315109,0.2,27.479872543009968,0,1.0,,41.465147781882855
2430,TK-102430-4864,65.22071573595962,5.502350945021333,31.911097791310866,1,0.0,1.0,33.381829261348905
2431,TK-102431-5936,82.00305198061156,5.524814618027551,43.12176713451444,0,0.0,2.0,42.78875072278362
2432,TK-102432-2401,93.80098724078482,1.9567910703083866,35.86387136580183,1,0.0,2.0,44.69050121753949
2433,TK-102433-2606,41.63040783640593,3.238700817440108,55.854873305198154,1,0.0,2.0,44.30414997377541
2434,TK-102434-1897,92.08516140556948,9.959391938695823,36.54725093751774,1,0.0,1.0,
2435,TK-102435-5587,49.211142117681526,4.449900894523154,35.47753504463789,1,1.0,0.0,26.42218799580565
2436,TK-102436-4713,48.91339285526917,6.315726157477189,35.84946335552173,0,0.0,,30.54832638349777
2437,TK-102437-4131,45.52903281908793,3.828812310736909,29.897530457120514,0,1.0,0.0,30.52243440029234
2438,TK-102438-2532,60.60557055106889,1.2374547820643178,34.53730710097925,0,1.0,2.0,39.109283154539156
2439,TK-102439-7535,31.560878238386533,4.69353515576737,44.02230421689317,0,0.0,1.0,31.94125191306394
2440,TK-102440-8286,61.52836140185084,4.52191179148501,35.911765345022175,0,1.0,2.0,42.649033554929595
2441,TK-102441-2798,60.6278609307503,4.280219170396931,28.65232216093223,0,0.0,3.0,34.179891387642925
2442,TK-102442-9162,77.14263594536524,4.793646496088494,27.59932303617092,1,1.0,0.0,
2443,TK-102443-2351,82.52374714531891,5.475682888962146,31.398384866673254,0,1.0,2.0,
2444,TK-102444-8051,53.033101273431804,4.729789487743148,35.59090747528704,1,,2.0,
2445,TK-102445-7858,42.67499370136203,2.724788897694745,44.5486922838101,0,1.0,3.0,36.2039945911002
2446,TK-102446-1598,39.45011729878209,5.87513262481149,24.276090869068504,0,0.0,,28.28538432903515
2447,TK-102447-3044,34.596787752865396,1.491130840419638,32.44138977688995,0,1.0,2.0,33.577605763352715
2448,TK-102448-1258,24.323568664926867,1.3093565768884394,36.154480155480634,0,,2.0,30.340681556175873
2449,TK-102449-5571,45.6835984126035,6.330524890462822,20.33035385896452,0,0.0,1.0,22.236489311194955
2450,TK-102450-9003,40.26857690980874,5.912636489843642,28.33121373626875,0,1.0,1.0,23.48677186445729
2451,TK-102451-7968,92.48130393998055,4.896688342866735,29.56089168211051,0,0.0,1.0,37.03363249822586
2452,TK-102452-7176,61.82816196875329,2.4881926914408705,28.632237009196015,0,0.0,0.0,
2453,TK-102453-8042,46.04577792728807,3.7257603067866643,36.53511636017318,0,0.0,0.0,31.764361689530848
2454,TK-102454-9579,63.5350700745272,4.527055854164293,33.71552312398562,0,,2.0,
2455,TK-102455-1797,30.439752600927164,2.127390856566596,30.55771117919171,0,1.0,2.0,36.1947660548502
2456,TK-102456-6713,53.303281190165215,3.669748415558181,38.42370101242108,0,2.0,1.0,33.08376834828138
2457,TK-102457-8311,66.96757410657979,6.1741946087180235,48.784597741169996,0,1.0,1.0,42.69487206797237
2458,TK-102458-5020,56.66733738443386,7.56914965572059,48.11405213393402,0,0.0,,41.5789251469059
2459,TK-102459-6911,50.133410049074314,4.245017445214609,19.61782582350131,0,1.0,0.0,
2460,TK-102460-4954,94.53862916747737,6.361679037768977,39.616577470681115,0,2.0,1.0,39.899921817446035
2461,TK-102461-5312,86.02360716116952,1.5546918729425587,33.57581367948929,0,2.0,1.0,
2462,TK-102462-9980,66.755446861958,6.1870122340045,36.24124274292285,1,1.0,2.0,34.47099612099658
2463,TK-102463-6639,62.70330208867121,3.552892853490534,31.813735731659612,0,1.0,2.0,32.80769033720308
2464,TK-102464-7179,66.54953598684381,5.553222110074346,35.94070903909762,0,0.0,0.0,37.689908110214176
2465,TK-102465-7779,35.0984080866825,4.554045647168524,36.21125916857615,0,0.0,2.0,37.43092373351773
2466,TK-102466-3056,49.6353307448239,7.376745217610901,30.368385941208615,1,1.0,1.0,21.495019228064212
2467,TK-102467-8102,22.95946496681745,3.4260158329881474,27.829059617398553,1,2.0,2.0,21.941280990353373
2468,TK-102468-7644,55.665952811512,6.129691335611296,31.410434539044125,0,1.0,0.0,29.989967878246084
2469,TK-102469-6785,60.72684379682474,4.49688656606624,0.0,1,2.0,,7.406626545410881
2470,TK-102470-2447,37.08123020774072,4.715050139582605,39.791970733474116,0,0.0,0.0,36.121079316603
2471,TK-102471-1514,92.30216353741353,4.669062992313423,41.826791818721176,0,1.0,2.0,53.10786683011306
2472,TK-102472-2913,88.20909582029314,3.4777884119105966,31.0464798154647,0,2.0,,34.92189695396069
2473,TK-102473-2951,74.16074265919295,4.974621861367991,37.27075653842189,0,1.0,2.0,35.73516973168386
2474,TK-102474-6570,60.003997157402196,4.887233200180721,42.70002073562639,0,,1.0,39.83250683952467
2475,TK-102475-9965,85.24768697357638,5.434232447132112,44.324759161153025,0,1.0,,45.866809772697806
2476,TK-102476-1328,29.798925786759717,5.152109262247152,34.52933716694782,1,1.0,2.0,25.979811847207163
2477,TK-102477-9985,79.28823457061637,6.436390189302025,33.2325462004831,0,2.0,1.0,37.68589639577733
2478,TK-102478-7513,29.36156104751362,6.662315508885264,36.52899387069114,0,1.0,0.0,21.36543160760052
2479,TK-102479-6973,79.5657996912054,3.108878020709958,25.802340216820753,0,0.0,3.0,
2480,TK-102480-2410,40.68256761885177,6.563790501063388,33.45112391171593,0,1.0,3.0,
2481,TK-102481-8714,85.78179357636417,2.8645944312022618,40.95669118778504,1,0.0,0.0,46.1875233982065
2482,TK-102482-2137,90.80315703690484,6.058140598647923,40.13557703554961,1,1.0,2.0,
2483,TK-102483-5666,31.15969770538367,6.115529812465164,32.83785916508889,1,0.0,,
2484,TK-102484-6157,54.700670379904516,1.5596295950074928,36.741745608697336,0,2.0,0.0,32.533853831431614
2485,TK-102485-2568,93.57405336220138,5.167362643752937,28.4027972776745,0,2.0,2.0,38.84279659635311
2486,TK-102486-5472,56.255557697986,4.156706995951431,40.6279371858002,0,0.0,3.0,34.82192549331733
2487,TK-102487-8566,84.76606418859089,3.634222535716325,34.37742851090822,0,0.0,3.0,38.16817653828958
2488,TK-102488-4274,64.15486415984898,7.43153419525821,32.79238838643089,0,1.0,0.0,28.74201338862719
2489,TK-102489-4273,48.149743093970145,3.8233775468526456,32.106209311252904,0,1.0,2.0,27.978296353287583
2490,TK-102490-7243,41.43376666444027,3.5485215275875106,34.49684906480113,1,0.0,2.0,32.63160591385215
2491,TK-102491-4469,35.24173183145655,5.136250892009168,31.41697884054433,0,0.0,2.0,29.39016569935804
2492,TK-102492-6932,77.13486435332729,6.23406154333715,40.26514428802051,0,1.0,0.0,35.069862622806305
2493,TK-102493-7564,48.99053801172709,4.745032545181772,31.837731615870553,1,1.0,,31.965906187027997
2494,TK-102494-6362,58.34565966505634,7.099466982204654,47.74371276821905,0,0.0,2.0,38.47237970074726
2495,TK-102495-5636,56.92441100008865,5.955756191535363,46.72168402785105,1,1.0,2.0,39.736028325735525
2496,TK-102496-6346,63.29592719248484,1.0792196244834251,27.86765208116396,1,2.0,1.0,29.588523198911915
2497,TK-102497-2236,84.91828592184142,4.046959465687385,35.55763415543424,0,0.0,2.0,43.146358387107924
2498,TK-102498-5208,93.55545076875721,3.9886842211669418,29.79474702931044,0,1.0,2.0,42.81178662725185
2499,TK-102499-5468,50.568815643036274,5.86284971617296,32.38681949449111,0,0.0,3.0,29.39987176201576
2500,TK-102500-3346,82.06391915797272,0.27532929852659827,51.01941974115837,0,0.0,1.0,56.713630139498875
2501,TK-102501-2042,77.33958459910383,9.5882174756919,32.53942866307361,1,0.0,1.0,32.21650400329747
2502,TK-102502-5766,63.01467135916799,5.955846970809578,37.88180829661943,0,1.0,1.0,34.53669389326947
2503,TK-102503-5106,91.70353577089499,5.267978247051844,39.330570352066225,0,2.0,2.0,
2504,TK-102504-9199,35.03558866463021,7.1268218895544635,26.994965020134075,0,1.0,1.0,19.84599887356843
2505,TK-102505-8320,28.194815773221606,9.218577295062726,28.159236204726362,0,0.0,2.0,21.02412240776725
2506,TK-102506-4731,84.04714752165665,6.567343960259126,25.35182102873505,1,,2.0,40.538458643317696
2507,TK-102507-8302,52.93623624753112,6.7078635736489165,27.912234128817786,0,1.0,2.0,32.564853749237045
2508,TK-102508-6492,83.52266406552954,5.235242044035888,12.199759125462542,0,0.0,2.0,25.40843349933258
2509,TK-102509-1460,86.98176538965612,4.745253643939493,39.35665920634902,0,1.0,2.0,39.64120209067196
2510,TK-102510-3302,24.684319521430357,4.143568200791178,51.43355073004856,0,1.0,0.0,37.204946759590236
2511,TK-102511-3633,86.25985722395455,3.5129984149138243,36.18256591229222,1,2.0,,35.35338184630986
2512,TK-102512-1361,53.623929152706665,3.7633746205409047,23.669849125275142,0,0.0,,33.80132622769154
2513,TK-102513-6493,58.28243667531741,2.5689992641826302,29.857788936800418,1,1.0,3.0,26.064956019117112
2514,TK-102514-8146,66.99443833199076,4.8634313887669585,31.328985239800026,0,0.0,,31.5774603351193
2515,TK-102515-1787,89.4786955047565,1.9675983609925036,26.859321782292994,1,1.0,2.0,38.001312710404385
2516,TK-102516-1208,21.433707082232303,5.34364974345868,41.88146110716125,0,1.0,,32.73817021047008
2517,TK-102517-9458,55.76326012383628,4.934604905523785,41.48208035500267,1,2.0,2.0,26.77310401267085
2518,TK-102518-6092,71.57915318229206,5.264483537096038,25.75638564945872,0,1.0,2.0,32.04348054377404
2519,TK-102519-1553,74.20302182736714,4.060163173964014,40.800648355580066,0,1.0,1.0,
2520,TK-102520-9025,71.9399323652831,10.538348666324907,47.214501308618125,0,0.0,2.0,40.79677940262658
2521,TK-102521-5516,30.082634705609138,7.448208620324563,50.220465641836476,1,0.0,2.0,43.55405701344047
2522,TK-102522-7451,42.45466912787609,2.759823499847499,57.921696184687704,0,1.0,,
2523,TK-102523-2513,46.90366440627601,5.419162557368417,27.78405880445442,1,2.0,1.0,21.28030780822032
2524,TK-102524-8425,80.33279057596287,3.9055889427128174,57.593763411161625,0,1.0,2.0,
