,ID del ticket,Carga del servidor,Experiencia,Tiempo de diagnóstico,Cliente premium,Prioridad,Canal de entrada,Tiempo de resolución
1341,TK-101341-4726,54.7,7,29,no,medio,web,30.2
1342,TK-101342-1259,85.12,7,33,sí,medio,correo,
1343,TK-101343-2241,74.54,7,39,no,medio,,38.0
1344,TK-101344-2843,75.7,7,39,sí,medio,teléfono,33.1
1345,TK-101345-6777,51.91,4,26,no,,chat,24.6
1346,TK-101346-3280,45.95,4,43,no,alto,chat,28.0
1347,TK-101347-8796,47.83,6,0,no,medio,chat,15.2
1348,TK-101348-5567,94.07,7,26,sí,bajo,web,29.6
1349,TK-101349-9572,23.01,5,28,sí,medio,,22.1
1350,TK-101350-2255,85.03,7,45,no,bajo,correo,38.0
1351,TK-101351-7462,63.4,8,34,sí,alto,chat,20.5
1352,TK-101352-2658,52.9,3,17,no,medio,correo,24.6
1353,TK-101353-3648,74.39,3,24,sí,bajo,chat,33.6
1354,TK-101354-4371,56.5,5,33,sí,bajo,chat,29.9
1355,TK-101355-4429,85.51,6,26,sí,bajo,correo,21.6
1356,TK-101356-5860,87.55,4,32,no,alto,chat,35.2
1357,TK-101357-8620,51.63,7,35,no,alto,chat,
1358,TK-101358-3932,40.76,6,47,no,bajo,chat,
1359,TK-101359-6086,64.43,5,33,sí,medio,teléfono,27.0
1360,TK-101360-7649,88.43,2,44,no,alto,chat,45.4
1361,TK-101361-9119,35.8,3,46,no,bajo,web,44.6
1362,TK-101362-5983,66.72,6,46,no,bajo,teléfono,39.8
1363,TK-101363-3521,67.37,1,37,sí,medio,web,36.8
1364,TK-101364-3702,74.98,7,19,no,bajo,web,33.5
1365,TK-101365-1018,29.87,5,39,no,bajo,chat,33.0
1366,TK-101366-3569,73.69,11,0,no,alto,teléfono,4.7
1367,TK-101367-1783,88.18,9,34,sí,medio,web,29.5
1368,TK-101368-1414,33.48,5,49,sí,medio,web,34.5
1369,TK-101369-9555,37.82,5,42,sí,medio,chat,28.4
1370,TK-101370-2103,92.85,7,40,no,medio,chat,40.3
1371,TK-101371-5891,33.57,8,44,sí,medio,web,34.0
1372,TK-101372-6309,84.08,2,38,no,bajo,chat,41.8
1373,TK-101373-2171,56.92,2,15,no,bajo,web,25.5
1374,TK-101374-9634,38.54,4,31,no,medio,teléfono,30.2
1375,TK-101375-7408,85.31,6,45,no,bajo,teléfono,40.5
1376,TK-101376-5745,53.4,6,29,no,bajo,chat,28.7
1377,TK-101377-5561,58.61,7,33,no,medio,chat,34.1
1378,TK-101378-9172,46.94,3,27,no,bajo,web,31.9
1379,TK-101379-7636,64.47,1,49,no,alto,teléfono,47.7
1380,TK-101380-3589,32.26,7,48,no,,web,
1381,TK-101381-6722,49.33,4,28,sí,bajo,correo,25.1
1382,TK-101382-1722,92.71,1,36,no,bajo,,51.4
1383,TK-101383-1841,39.36,5,30,sí,,web,23.7
1384,TK-101384-3347,69.26,6,40,sí,medio,correo,33.4
1385,TK-101385-1645,44.39,5,39,sí,medio,web,33.1
1386,TK-101386-9215,78.01,4,41,sí,medio,teléfono,
1387,TK-101387-4272,29.82,5,38,no,medio,chat,35.6
1388,TK-101388-1006,92.74,4,58,no,alto,correo,49.8
1389,TK-101389-4701,54.03,3,27,no,medio,chat,29.6
1390,TK-101390-6630,37.7,4,21,no,,web,27.4
1391,TK-101391-3556,25.51,6,32,sí,medio,correo,17.5
1392,TK-101392-3954,32.73,6,22,sí,alto,correo,20.1
1393,TK-101393-8387,58.98,5,23,no,medio,web,29.3
1394,TK-101394-7788,45.28,3,27,no,medio,web,30.0
1395,TK-101395-5661,82.17,5,28,sí,medio,chat,
1396,TK-101396-4801,52.32,1,27,no,,correo,27.1
1397,TK-101397-6633,38.65,5,39,no,bajo,correo,29.2
1398,TK-101398-8413,66.29,8,31,no,medio,correo,31.5
1399,TK-101399-2163,73.01,2,34,no,,chat,39.3
1400,TK-101400-2281,32.53,4,42,no,bajo,web,35.2
1401,TK-101401-9187,32.57,6,29,no,alto,chat,25.1
1402,TK-101402-1302,22.75,7,33,no,medio,,29.0
1403,TK-101403-9947,75.23,4,38,sí,,correo,38.0
1404,TK-101404-5259,69.79,4,19,no,bajo,web,35.8
1405,TK-101405-6763,55.6,1,16,no,medio,chat,25.2
1406,TK-101406-9180,83.31,5,38,sí,,teléfono,28.3
1407,TK-101407-8575,80.43,9,39,sí,bajo,correo,36.5
1408,TK-101408-6978,63.9,5,52,no,bajo,web,46.3
1409,TK-101409-7090,85.12,5,0,no,bajo,correo,18.6
1410,TK-101410-9154,35.44,6,42,no,bajo,web,40.5
1411,TK-101411-9183,28.39,5,33,sí,bajo,correo,25.7
1412,TK-101412-6680,40.23,4,37,no,medio,chat,35.4
1413,TK-101413-7511,24.28,6,48,no,bajo,chat,42.2
1414,TK-101414-4362,59.84,5,18,sí,bajo,web,22.8
1415,TK-101415-3012,90.25,5,38,no,alto,chat,42.6
1416,TK-101416-2100,22.95,3,52,sí,alto,chat,34.1
1417,TK-101417-6104,29.16,7,0,sí,bajo,correo,3.7
1418,TK-101418-6615,53.91,6,48,no,bajo,correo,43.4
1419,TK-101419-5502,90.04,4,30,no,medio,chat,39.9
1420,TK-101420-8623,43.71,7,0,sí,medio,teléfono,4.3
1421,TK-101421-5587,58.04,4,35,no,alto,,34.1
1422,TK-101422-7037,23.12,4,17,sí,medio,teléfono,11.2
1423,TK-101423-2155,31.13,4,26,sí,medio,web,21.3
1424,TK-101424-1996,94.0,2,26,no,alto,chat,
1425,TK-101425-6209,92.38,6,42,no,medio,correo,34.6
1426,TK-101426-3545,20.37,2,42,sí,bajo,teléfono,35.9
1427,TK-101427-4700,91.39,3,38,no,,web,42.5
1428,TK-101428-7765,67.93,1,42,sí,bajo,web,
1429,TK-101429-5984,85.09,5,34,no,bajo,correo,37.2
1430,TK-101430-1353,54.11,5,45,no,medio,correo,37.5
1431,TK-101431-3318,58.67,4,35,no,bajo,chat,39.5
1432,TK-101432-9930,56.66,3,35,sí,bajo,web,39.0
1433,TK-101433-3519,70.01,3,33,no,alto,web,35.5
1434,TK-101434-6427,30.47,6,40,no,,correo,28.2
1435,TK-101435-5603,22.25,4,32,no,bajo,teléfono,25.9
1436,TK-101436-9246,43.09,6,43,no,bajo,web,
1437,TK-101437-3084,72.85,3,26,no,bajo,web,42.1
1438,TK-101438-1899,35.14,5,26,no,bajo,chat,28.3
1439,TK-101439-9715,70.51,7,40,no,alto,web,38.4
1440,TK-101440-1462,92.74,6,34,no,bajo,chat,42.8
1441,TK-101441-2501,27.04,4,31,no,medio,web,32.5
1442,TK-101442-1715,70.45,5,42,no,bajo,teléfono,
1443,TK-101443-6330,53.28,5,30,no,alto,web,26.8
1444,TK-101444-8174,85.11,5,33,no,medio,chat,39.4
1445,TK-101445-4611,33.29,4,46,no,alto,web,34.1
1446,TK-101446-1211,71.95,5,47,sí,medio,web,40.2
1447,TK-101447-8356,82.86,5,48,no,alto,web,46.4
1448,TK-101448-1753,90.85,3,33,no,alto,chat,42.7
1449,TK-101449-4750,71.24,3,45,sí,medio,chat,40.7
1450,TK-101450-4222,57.29,3,27,sí,bajo,web,33.8
1451,TK-101451-1435,66.34,2,28,no,,web,43.8
1452,TK-101452-9970,85.17,3,16,no,bajo,chat,
1453,TK-101453-5929,62.8,5,48,sí,bajo,,48.4
1454,TK-101454-2960,22.28,3,28,no,medio,teléfono,
1455,TK-101455-5272,89.82,6,34,no,medio,chat,33.0
1456,TK-101456-6813,71.71,5,28,no,medio,,36.3
1457,TK-101457-2724,70.74,1,41,sí,bajo,web,44.9
1458,TK-101458-9377,36.18,6,32,no,bajo,web,34.6
1459,TK-101459-2494,69.42,6,25,no,bajo,teléfono,28.8
1460,TK-101460-2979,49.54,3,39,sí,medio,correo,30.3
1461,TK-101461-6428,68.84,6,24,sí,medio,web,23.3
1462,TK-101462-5053,27.99,3,28,no,bajo,web,29.8
1463,TK-101463-9437,69.34,5,18,no,medio,correo,21.7
1464,TK-101464-8160,94.96,3,24,sí,medio,web,33.6
1465,TK-101465-9575,23.62,2,36,no,alto,web,33.9
1466,TK-101466-8209,93.29,4,19,no,bajo,chat,39.7
1467,TK-101467-1284,50.52,5,23,no,medio,web,29.3
1468,TK-101468-6083,85.31,4,35,no,bajo,web,39.9
1469,TK-101469-4994,78.68,3,31,no,medio,teléfono,35.4
1470,TK-101470-9491,62.53,4,51,no,medio,chat,48.2
1471,TK-101471-1900,75.38,5,50,sí,medio,teléfono,35.5
1472,TK-101472-2459,85.89,5,28,sí,,web,35.1
1473,TK-101473-3921,50.31,5,39,no,bajo,chat,
1474,TK-101474-3533,44.53,4,41,sí,medio,correo,
1475,TK-101475-7579,70.07,7,30,no,medio,web,34.6
1476,TK-101476-1805,80.59,3,23,sí,medio,teléfono,
1477,TK-101477-8595,77.17,6,35,sí,,teléfono,28.3
1478,TK-101478-3228,79.84,7,34,no,medio,correo,29.6
1479,TK-101479-2921,52.67,6,32,no,medio,chat,
1480,TK-101480-5972,81.34,5,39,no,medio,,38.9
1481,TK-101481-3387,29.02,4,29,sí,alto,chat,20.2
1482,TK-101482-2996,60.84,7,26,sí,medio,correo,26.6
1483,TK-101483-5825,20.43,2,36,no,bajo,web,
1484,TK-101484-6282,44.34,3,38,no,medio,correo,33.7
1485,TK-101485-3503,47.48,4,26,no,alto,web,30.3
1486,TK-101486-1104,49.71,7,42,sí,bajo,web,29.9
1487,TK-101487-7862,72.16,6,21,no,medio,chat,22.8
1488,TK-101488-9630,49.14,3,30,no,alto,,21.6
1489,TK-101489-2521,53.65,4,33,no,medio,web,38.2
1490,TK-101490-2351,37.82,4,0,no,medio,correo,8.5
1491,TK-101491-3698,47.99,4,30,no,bajo,web,42.6
1492,TK-101492-4612,37.05,7,50,no,medio,chat,34.8
1493,TK-101493-1508,25.49,3,28,no,bajo,web,31.6
1494,TK-101494-6310,65.26,8,55,no,alto,teléfono,41.4
1495,TK-101495-7190,70.12,6,38,sí,medio,teléfono,35.0
1496,TK-101496-2274,66.46,7,36,sí,,correo,33.9
1497,TK-101497-3822,54.76,4,39,no,medio,web,41.8
1498,TK-101498-1063,48.48,5,55,sí,,correo,43.0
1499,TK-101499-4921,84.75,2,27,sí,bajo,chat,38.0
1500,TK-101500-1859,58.93,4,26,no,bajo,chat,34.9
1501,TK-101501-2547,55.94,6,29,no,medio,,23.8
1502,TK-101502-3076,21.92,7,35,no,medio,teléfono,18.6
1503,TK-101503-1436,45.59,3,21,no,medio,web,28.2
1504,TK-101504-7085,48.51,4,35,no,medio,,34.4
1505,TK-101505-4657,49.91,5,49,no,alto,chat,37.2
1506,TK-101506-1762,63.51,2,36,no,bajo,chat,43.0
1507,TK-101507-1735,60.02,6,33,sí,medio,teléfono,27.4
1508,TK-101508-8214,65.59,4,30,sí,bajo,teléfono,29.2
1509,TK-101509-8584,77.37,5,42,no,,,48.0
1510,TK-101510-5094,80.97,4,28,sí,bajo,web,32.2
1511,TK-101511-7594,73.86,4,50,sí,medio,teléfono,38.8
1512,TK-101512-5728,91.66,5,50,sí,,,45.1
1513,TK-101513-4729,21.37,5,37,no,bajo,correo,23.1
1514,TK-101514-8241,34.68,4,35,no,,web,30.0
1515,TK-101515-2076,20.57,4,43,no,bajo,web,36.7
1516,TK-101516-2830,68.56,6,44,sí,medio,,42.8
1517,TK-101517-1673,87.35,8,29,no,medio,correo,31.7
1518,TK-101518-1548,38.26,5,31,sí,medio,chat,21.4
1519,TK-101519-1895,89.53,7,24,no,medio,chat,37.5
1520,TK-101520-3569,24.52,2,38,no,medio,chat,36.6
1521,TK-101521-1913,90.08,5,0,no,bajo,teléfono,20.1
1522,TK-101522-2176,46.37,3,24,no,bajo,correo,27.3
1523,TK-101523-8273,27.61,2,31,no,medio,chat,27.0
1524,TK-101524-7696,56.44,4,24,no,medio,correo,26.0
1525,TK-101525-5865,39.26,7,28,no,alto,chat,25.6
1526,TK-101526-5306,41.37,7,39,no,medio,chat,37.2
1527,TK-101527-4273,43.05,5,29,no,medio,web,33.9
1528,TK-101528-7576,80.23,2,33,no,alto,correo,34.2
1529,TK-101529-2522,60.44,5,22,no,medio,web,26.0
1530,TK-101530-7425,43.35,6,36,no,medio,web,33.6
1531,TK-101531-8477,65.78,5,35,sí,medio,web,27.7
1532,TK-101532-3802,73.71,2,29,no,medio,chat,38.8
1533,TK-101533-4122,40.45,3,33,no,medio,,31.7
1534,TK-101534-3456,51.02,5,36,no,,web,36.0
1535,TK-101535-2649,29.14,6,28,sí,medio,,
1536,TK-101536-3320,33.59,1,23,no,bajo,teléfono,27.6
1537,TK-101537-2143,71.08,5,49,no,bajo,correo,42.7
1538,TK-101538-9237,33.61,5,30,no,medio,correo,20.7
1539,TK-101539-4314,59.39,7,0,no,bajo,teléfono,2.7
1540,TK-101540-5406,73.18,6,43,no,medio,,37.3
1541,TK-101541-3609,28.02,6,63,no,alto,web,47.9
1542,TK-101542-8591,62.55,4,25,sí,alto,correo,28.2
1543,TK-101543-4119,39.24,2,39,no,medio,web,
1544,TK-101544-2400,92.22,4,29,sí,medio,,34.3
1545,TK-101545-9199,56.27,7,31,no,medio,web,32.2
1546,TK-101546-4597,80.45,8,29,no,medio,correo,26.6
1547,TK-101547-6489,61.27,6,26,no,bajo,chat,31.2
1548,TK-101548-4511,23.26,6,35,no,medio,teléfono,25.1
1549,TK-101549-4828,67.49,6,23,no,medio,teléfono,28.3
1550,TK-101550-1565,91.36,4,43,no,bajo,correo,44.8
1551,TK-101551-8651,65.12,5,35,no,bajo,web,38.9
1552,TK-101552-3771,81.44,8,38,no,medio,web,
1553,TK-101553-7777,86.32,3,31,no,bajo,chat,38.8
1554,TK-101554-1113,37.11,8,0,sí,bajo,web,7.0
1555,TK-101555-1531,35.9,4,37,no,bajo,correo,32.8
1556,TK-101556-4410,65.82,7,26,no,medio,web,31.9
1557,TK-101557-6839,50.83,2,32,sí,medio,chat,28.5
1558,TK-101558-9224,82.99,6,28,no,medio,chat,38.1
1559,TK-101559-9324,87.5,4,28,no,bajo,web,39.9
1560,TK-101560-2726,46.51,2,18,no,medio,teléfono,21.8
1561,TK-101561-6070,37.77,5,46,no,medio,web,35.2
1562,TK-101562-9217,78.54,7,30,no,medio,correo,22.9
1563,TK-101563-3648,40.61,3,44,no,medio,web,42.2
1564,TK-101564-3065,81.7,2,44,no,medio,web,50.1
1565,TK-101565-1933,51.78,5,25,no,medio,web,28.3
1566,TK-101566-2050,70.07,5,26,no,medio,chat,32.0
1567,TK-101567-7030,27.17,6,55,no,bajo,chat,
1568,TK-101568-8116,66.79,7,49,no,medio,web,38.2
1569,TK-101569-6043,53.88,5,35,sí,medio,correo,25.9
1570,TK-101570-9929,64.0,8,37,sí,medio,web,32.8
1571,TK-101571-7467,32.6,5,30,no,medio,,24.1
1572,TK-101572-4602,75.27,4,38,sí,alto,,35.3
1573,TK-101573-7878,84.71,2,29,no,alto,web,34.8
1574,TK-101574-1792,36.26,5,19,no,medio,teléfono,
1575,TK-101575-6963,27.18,4,24,sí,medio,correo,
1576,TK-101576-2385,21.77,7,35,sí,bajo,web,20.8
1577,TK-101577-2060,68.15,6,26,no,medio,correo,31.0
1578,TK-101578-8923,65.53,3,34,no,,chat,35.6
1579,TK-101579-5138,61.0,5,26,no,medio,chat,27.2
1580,TK-101580-2149,37.4,6,29,no,bajo,web,
1581,TK-101581-8693,49.32,8,42,sí,bajo,chat,35.0
1582,TK-101582-8492,64.59,7,37,sí,bajo,chat,30.0
1583,TK-101583-7327,57.26,6,35,no,bajo,web,36.1
1584,TK-101584-4353,94.08,5,42,no,bajo,web,49.2
1585,TK-101585-6969,30.23,6,39,no,medio,web,34.0
1586,TK-101586-5628,72.14,7,47,no,,web,44.4
1587,TK-101587-4448,50.32,3,31,no,medio,teléfono,28.6
1588,TK-101588-6327,52.11,4,32,sí,alto,web,25.5
1589,TK-101589-6049,73.82,4,25,sí,bajo,web,33.2
1590,TK-101590-1068,71.93,6,32,no,alto,web,30.3
1591,TK-101591-4508,94.34,7,43,sí,medio,correo,27.6
1592,TK-101592-1300,29.63,4,45,sí,medio,correo,31.4
1593,TK-101593-7797,27.81,1,43,no,bajo,teléfono,38.9
1594,TK-101594-3600,74.33,4,21,no,,web,26.5
1595,TK-101595-3153,63.38,7,44,no,medio,,32.4
1596,TK-101596-5905,40.56,6,20,sí,bajo,web,23.7
1597,TK-101597-5018,25.96,6,42,no,bajo,,39.6
1598,TK-101598-4082,26.42,4,32,no,bajo,,31.1
1599,TK-101599-8074,87.06,3,41,sí,medio,web,41.1
1600,TK-101600-2239,34.39,6,24,sí,bajo,web,22.4
1601,TK-101601-1459,44.25,3,44,no,medio,web,44.3
1602,TK-101602-8982,37.0,9,23,no,,,20.8
1603,TK-101603-3626,46.62,6,30,no,medio,teléfono,21.6
1604,TK-101604-4763,25.21,4,27,sí,bajo,chat,22.2
1605,TK-101605-8020,58.93,4,21,no,,web,26.6
1606,TK-101606-3801,25.07,5,36,no,medio,,26.7
1607,TK-101607-1463,80.03,5,49,no,medio,teléfono,47.5
1608,TK-101608-1997,37.53,7,56,no,bajo,web,44.3
1609,TK-101609-6641,60.5,5,36,sí,medio,web,31.9
1610,TK-101610-7384,86.01,4,44,no,bajo,web,48.3
1611,TK-101611-2678,68.82,8,37,sí,medio,chat,24.9
1612,TK-101612-1864,59.97,5,39,sí,bajo,chat,
1613,TK-101613-8736,44.33,6,32,no,medio,web,29.8
1614,TK-101614-3697,44.98,4,37,no,,web,37.0
1615,TK-101615-3926,70.21,6,39,sí,bajo,chat,46.0
1616,TK-101616-8542,94.56,6,30,no,medio,,35.9
1617,TK-101617-5429,69.64,2,34,sí,,,
1618,TK-101618-8410,61.83,9,35,no,medio,web,30.5
1619,TK-101619-8218,74.8,7,42,no,,chat,41.5
1620,TK-101620-8025,54.89,4,26,sí,medio,chat,26.6
1621,TK-101621-3397,24.51,3,0,sí,medio,web,5.0
1622,TK-101622-3221,62.17,6,50,no,bajo,correo,44.9
1623,TK-101623-6814,91.82,5,44,sí,bajo,,43.2
1624,TK-101624-7504,33.15,6,46,sí,alto,web,36.5
1625,TK-101625-8522,71.75,5,35,no,medio,teléfono,35.6
1626,TK-101626-6785,35.07,6,0,no,,web,9.9
1627,TK-101627-7219,60.19,8,43,no,medio,teléfono,35.7
1628,TK-101628-4998,27.25,6,47,sí,medio,web,32.5
1629,TK-101629-3803,53.78,3,19,no,medio,teléfono,25.7
1630,TK-101630-5547,76.71,7,24,no,medio,web,31.8
1631,TK-101631-7510,46.07,8,45,sí,bajo,chat,30.2
1632,TK-101632-4661,69.87,11,33,no,medio,web,
1633,TK-101633-1051,79.66,3,30,sí,medio,web,38.6
1634,TK-101634-7058,89.54,5,25,no,alto,correo,28.3
1635,TK-101635-4515,37.6,1,31,no,medio,correo,28.9
1636,TK-101636-4330,49.95,6,24,no,medio,correo,20.0
1637,TK-101637-8491,31.43,4,52,sí,,correo,37.1
1638,TK-101638-2674,94.44,8,35,sí,bajo,chat,41.2
1639,TK-101639-7028,89.53,4,35,no,alto,web,37.6
1640,TK-101640-2361,60.5,2,0,no,medio,chat,19.1
1641,TK-101641-9978,83.15,4,43,sí,medio,correo,42.2
1642,TK-101642-1555,59.07,1,43,sí,medio,,36.6
1643,TK-101643-8792,66.77,6,44,sí,bajo,teléfono,34.7
1644,TK-101644-3112,26.68,1,30,no,medio,chat,27.1
1645,TK-101645-3210,76.65,5,33,sí,,correo,33.5
1646,TK-101646-2701,29.58,1,41,no,medio,chat,36.4
1647,TK-101647-3712,81.96,4,31,sí,medio,,37.8
1648,TK-101648-7463,78.65,8,35,no,bajo,teléfono,35.9
1649,TK-101649-3316,73.16,6,38,sí,alto,web,41.7
1650,TK-101650-7469,22.71,3,41,no,alto,web,
1651,TK-101651-2610,42.73,5,21,sí,bajo,correo,20.7
1652,TK-101652-5352,39.73,5,41,sí,,correo,26.6
1653,TK-101653-7343,47.01,6,33,no,medio,web,30.6
1654,TK-101654-5705,26.57,3,41,no,medio,web,37.1
1655,TK-101655-6491,90.27,6,41,no,alto,,35.3
1656,TK-101656-9355,61.54,0,48,no,medio,correo,45.7
1657,TK-101657-5710,42.91,4,46,no,medio,web,
1658,TK-101658-3025,49.77,4,46,sí,alto,web,32.7
1659,TK-101659-1105,53.54,6,47,no,medio,chat,41.8
1660,TK-101660-5459,65.04,5,37,no,medio,chat,40.6
1661,TK-101661-4092,58.68,2,35,sí,,,35.1
1662,TK-101662-1698,88.95,3,42,no,medio,web,40.9
1663,TK-101663-9938,57.27,5,41,no,medio,,36.5
1664,TK-101664-7071,94.41,5,33,no,medio,chat,43.4
1665,TK-101665-6739,83.86,4,38,sí,,chat,38.3
1666,TK-101666-4491,35.64,4,35,sí,bajo,web,28.1
1667,TK-101667-4297,89.79,6,28,no,bajo,chat,35.1
1668,TK-101668-3977,28.73,4,45,no,medio,web,39.7
1669,TK-101669-1208,81.31,5,35,sí,medio,web,38.5
1670,TK-101670-4316,48.55,9,51,no,medio,chat,36.1
1671,TK-101671-6407,85.85,2,22,no,medio,chat,34.0
1672,TK-101672-8233,85.1,2,31,no,alto,,37.4
1673,TK-101673-2891,80.44,6,35,no,bajo,correo,33.4
1674,TK-101674-4506,79.25,4,44,no,alto,web,48.8
1675,TK-101675-3039,42.85,4,38,sí,bajo,,31.4
1676,TK-101676-4289,26.07,4,37,no,medio,teléfono,31.1
1677,TK-101677-7645,50.22,5,26,no,medio,web,34.5
1678,TK-101678-5761,33.01,8,26,sí,medio,correo,18.1
1679,TK-101679-2617,72.12,6,38,no,bajo,chat,37.1
1680,TK-101680-9186,45.96,7,24,no,bajo,chat,27.4
1681,TK-101681-1434,93.17,2,31,no,medio,teléfono,37.2
1682,TK-101682-2646,68.07,3,39,no,medio,teléfono,34.0
1683,TK-101683-7667,81.69,0,27,no,alto,web,40.4
1684,TK-101684-6258,29.94,4,48,no,medio,teléfono,30.4
1685,TK-101685-8190,84.65,7,45,sí,alto,teléfono,36.4
1686,TK-101686-2440,89.21,6,22,no,bajo,,33.9
1687,TK-101687-7095,56.53,5,28,no,bajo,,32.9
1688,TK-101688-7875,65.47,5,17,sí,medio,chat,22.9
1689,TK-101689-5443,77.36,4,29,no,alto,web,34.4
1690,TK-101690-5860,33.11,5,41,no,medio,,
1691,TK-101691-8713,57.69,6,32,no,bajo,teléfono,
1692,TK-101692-1380,49.9,2,39,sí,,correo,36.9
1693,TK-101693-8173,30.98,6,23,no,medio,chat,17.9
1694,TK-101694-2637,47.57,7,41,sí,medio,web,32.2
1695,TK-101695-8543,25.11,4,31,no,medio,chat,32.5
1696,TK-101696-1524,21.94,6,35,no,medio,,24.7
1697,TK-101697-4107,30.14,10,34,no,medio,chat,20.7
1698,TK-101698-9142,92.23,5,25,no,alto,correo,32.0
1699,TK-101699-2093,61.21,6,26,sí,medio,web,27.4
1700,TK-101700-1104,92.44,4,43,no,medio,web,48.8
1701,TK-101701-2739,52.44,5,38,no,,,35.5
1702,TK-101702-4126,43.39,6,43,no,medio,web,38.6
1703,TK-101703-2676,57.96,5,38,no,medio,web,40.0
1704,TK-101704-8904,52.96,3,36,sí,alto,,
1705,TK-101705-9027,27.92,5,21,sí,bajo,chat,18.5
1706,TK-101706-5916,68.06,8,33,sí,medio,chat,30.2
1707,TK-101707-3934,36.2,6,35,no,bajo,chat,36.9
1708,TK-101708-6156,66.47,7,51,sí,bajo,chat,40.3
1709,TK-101709-2042,68.77,5,40,sí,bajo,web,
1710,TK-101710-2845,31.4,6,47,no,bajo,chat,39.9
1711,TK-101711-4501,24.6,6,40,sí,medio,chat,
1712,TK-101712-2541,78.56,3,29,no,,web,29.8
1713,TK-101713-1466,54.49,6,0,no,medio,teléfono,12.2
1714,TK-101714-3944,24.36,3,37,no,medio,correo,27.2
1715,TK-101715-5294,94.61,4,27,no,medio,chat,37.7
1716,TK-101716-2591,24.33,5,32,no,alto,teléfono,21.0
1717,TK-101717-5072,72.13,6,33,sí,alto,chat,30.3
1718,TK-101718-4572,93.78,3,48,sí,alto,,
1719,TK-101719-6978,37.94,7,18,sí,alto,web,13.8
1720,TK-101720-1293,30.67,6,45,sí,,chat,33.4
1721,TK-101721-6858,29.1,4,28,no,medio,web,27.1
1722,TK-101722-2338,42.75,2,24,no,medio,web,32.4
1723,TK-101723-6209,27.58,5,44,no,medio,teléfono,32.1
1724,TK-101724-4475,71.91,4,41,sí,medio,chat,34.6
1725,TK-101725-3498,24.67,5,45,no,bajo,web,40.2
1726,TK-101726-6728,58.21,4,41,sí,bajo,web,36.9
1727,TK-101727-8317,94.75,1,51,no,alto,correo,52.1
1728,TK-101728-3493,81.05,4,39,sí,medio,correo,36.7
1729,TK-101729-4088,66.14,4,34,sí,bajo,web,41.1
1730,TK-101730-7281,42.97,6,38,no,bajo,chat,33.0
1731,TK-101731-7795,66.79,4,45,no,medio,teléfono,37.7
1732,TK-101732-6627,59.53,8,29,sí,medio,chat,23.9
1733,TK-101733-4990,51.96,2,30,sí,medio,web,31.5
1734,TK-101734-4751,29.8,7,33,no,bajo,teléfono,25.3
1735,TK-101735-8241,86.5,5,18,no,bajo,chat,27.7
1736,TK-101736-3097,53.73,7,36,sí,medio,,21.5
1737,TK-101737-4174,34.6,5,0,no,medio,web,8.9
1738,TK-101738-1387,47.58,7,35,sí,bajo,chat,31.4
1739,TK-101739-1298,51.06,4,42,no,medio,,40.2
1740,TK-101740-5434,82.07,3,31,no,medio,chat,
1741,TK-101741-5061,75.02,8,48,no,medio,web,42.6
1742,TK-101742-1473,77.7,5,23,no,bajo,teléfono,29.8
1743,TK-101743-6057,20.83,5,45,no,medio,chat,35.7
1744,TK-101744-6289,51.21,7,40,no,alto,correo,
1745,TK-101745-5108,56.1,3,21,no,,web,28.7
1746,TK-101746-9640,21.44,6,57,no,medio,web,42.7
1747,TK-101747-3221,39.49,4,34,no,medio,web,34.9
1748,TK-101748-6251,77.02,5,28,sí,,web,
1749,TK-101749-4611,30.28,5,24,no,medio,teléfono,21.9
1750,TK-101750-3642,60.15,2,0,no,,web,12.0
1751,TK-101751-2920,36.14,4,34,no,medio,web,34.9
1752,TK-101752-8075,20.91,7,36,no,medio,web,24.6
1753,TK-101753-6994,38.09,7,33,sí,,correo,15.9
1754,TK-101754-3316,93.19,5,40,no,alto,teléfono,39.0
1755,TK-101755-2274,80.12,5,32,sí,bajo,teléfono,34.6
1756,TK-101756-5983,91.97,4,20,no,bajo,chat,34.0
1757,TK-101757-8834,56.59,7,34,no,medio,,34.7
1758,TK-101758-4618,28.23,5,16,sí,,correo,19.7
1759,TK-101759-1259,61.1,5,38,no,medio,web,41.2
1760,TK-101760-4206,54.08,7,27,no,bajo,web,35.1
1761,TK-101761-6178,83.33,4,36,sí,,correo,37.4
1762,TK-101762-6358,27.36,8,46,no,medio,chat,31.3
1763,TK-101763-5507,56.62,2,27,no,bajo,web,31.8
1764,TK-101764-7458,31.25,8,43,no,bajo,web,33.3
1765,TK-101765-8541,44.35,4,32,sí,medio,teléfono,20.6
1766,TK-101766-4508,75.3,5,49,no,medio,teléfono,48.1
1767,TK-101767-8305,55.7,2,32,no,,correo,33.2
1768,TK-101768-5994,48.19,4,28,no,medio,teléfono,26.1
1769,TK-101769-9423,49.59,3,40,no,medio,chat,39.6
1770,TK-101770-7754,54.46,4,32,no,medio,web,
1771,TK-101771-9921,78.88,5,28,no,bajo,web,43.1
1772,TK-101772-6516,86.91,7,31,no,medio,web,34.9
1773,TK-101773-6868,91.65,5,35,no,bajo,teléfono,38.2
1774,TK-101774-6799,79.02,6,46,sí,alto,web,37.0
1775,TK-101775-3929,43.66,3,20,no,medio,,21.5
1776,TK-101776-9509,71.61,3,35,no,medio,teléfono,32.8
1777,TK-101777-2530,52.82,8,40,no,medio,web,33.5
